,rooms,size,floor,condition,ownership_type,reg_no,energy_label,url,price,aadress,year,utility,total_floors,maakond,linn_vald,linnaosa,streetwno,street,sqm_price,st_address,address,lat,long
678,3,87.1,2.0,,Korteriomand,78401:109:0025,Puudub,https://www.kv.ee/muugile-on-tulnud-hubane-kodu-hinnatud-uue-maailma-3380951.html,299000,"Harjumaa, Tallinn, Kesklinn, Uus Maailm, Komeedi tn 14",2011.0,,5.0,Harjumaa,Tallinn,Kesklinn,Komeedi tn 14,Komeedi tn,3432.835820895523,"Eesti, Harjumaa,Tallinn,Kesklinn,Komeedi tn","Komeedi, 10122 Tallinn, Estonia",59.4273786,24.7303282
679,3,66.9,,Heas korras,Korteriomand,78405:503:1052,-,https://www.kv.ee/labi-maja-planeeringuga-avar-korter-koos-ilusa-vaa-3378636.html,128900,"Harjumaa, Tallinn, Mustamäe, Mustamäe tee 141-129",1970.0,,,Harjumaa,Tallinn,Mustamäe,Mustamäe tee 141-129,Mustamäe tee,1926.7563527653213,"Eesti, Harjumaa,Tallinn,Mustamäe,Mustamäe tee","Mustamäe tee, Tallinn, Estonia",59.4098097,24.6862865
680,3,68.4,1.0,Renoveeritud,Korteriomand,62701:003:0178,,https://www.kv.ee/tutvumispaev-06-11-2021-kell-11-eelrgistreerimiseg-3383546.html,79000,"Pärnumaa, Põhja-Pärnumaa vald, Pärnu-Jaagupi, Soo 10",1981.0,,3.0,Pärnumaa,Põhja-Pärnumaa vald,Pärnu-Jaagupi,Soo 10,Soo,1154.970760233918,"Eesti, Pärnumaa,Põhja-Pärnumaa vald,Pärnu-Jaagupi,Soo","Soo, Pärnu-Jaagupi, 87201 Pärnu maakond, Estonia",58.6087559,24.5074344
681,3,56.7,1.0,Uus,Korteriomand,,A,https://www.kv.ee/arenduse-kodulehekulg-httpsjoekula-eekakumae-sudam-3337648.html,174000,"Harjumaa, Tallinn, Haabersti, Jõeküla tee 18/3-1",2022.0,,2.0,Harjumaa,Tallinn,Haabersti,Jõeküla tee 18/3-1,Jõeküla tee,3068.7830687830688,"Eesti, Harjumaa,Tallinn,Haabersti,Jõeküla tee","Jõeküla tee, Tallinn, Estonia",59.4403278,24.5911781
682,2,46.9,2.0,Uus,Korteriomand,78407:701:0745,B,https://www.kv.ee/ehitus-on-alanud-lisainfo-www-motuse25-eevota-meie-3300959.html,166500,"Harjumaa, Tallinn, Kristiine, Sõpruse pst 40-2KK",2022.0,,5.0,Harjumaa,Tallinn,Kristiine,Sõpruse pst 40-2KK,Sõpruse pst,3550.1066098081023,"Eesti, Harjumaa,Tallinn,Kristiine,Sõpruse pst","Sõpruse pst, Tallinn, Estonia",59.41037360000001,24.7016038
683,4,64.4,5.0,Vajab san. remonti,Korteriomand,28701:001:0046,Puudub,https://www.kv.ee/muua-kahe-avara-roduga-4toaline-perekorter-karksin-3294437.html,21200,"Viljandimaa, Mulgi vald, Karksi-Nuia linn, Rahumäe 1",1975.0,,5.0,Viljandimaa,Mulgi vald,Karksi-Nuia linn,Rahumäe 1,Rahumäe,329.1925465838509,"Eesti, Viljandimaa,Mulgi vald,Karksi-Nuia linn,Rahumäe","Rahumäe, Karksi-Nuia, Viljandi maakond, Estonia",58.1023626,25.5480509
684,1,17.4,1.0,Vajab renoveerimist,Korteriomand,78404:405:0006,Puudub,https://www.kv.ee/korter-korter-asub-1-korrusel-korter-on-avatud-pla-3370615.html,31000,"Harjumaa, Tallinn, Nõmme, Mahla 69",1961.0,,2.0,Harjumaa,Tallinn,Nõmme,Mahla 69,Mahla,1781.609195402299,"Eesti, Harjumaa,Tallinn,Nõmme,Mahla","Mahla, Tallinn, Estonia",59.3806245,24.7201933
685,4,155.8,1.0,Renoveeritud,Korteriomand,78408:801:4650,,https://www.kv.ee/pakkumisele-on-tulnud-imearmas-kalamaja-4-toaline-3380058.html,436000,"Harjumaa, Tallinn, Põhja-Tallinn, Suur-Patarei 21c",,,2.0,Harjumaa,Tallinn,Põhja-Tallinn,Suur-Patarei 21c,Suur-Patarei,2798.459563543004,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Suur-Patarei","Suur-Patarei, 10415 Tallinn, Estonia",59.4468798,24.7449526
686,2,54.2,2.0,Uus,Korteriomand,,B,https://www.kv.ee/hinna-sees-kogu-sisustus-ja-tehnika-v-a-teler-park-3381946.html,165000,"Harjumaa, Tallinn, Lasnamäe, Vana-Kuuli tn 15/1",2015.0,75 €/-,8.0,Harjumaa,Tallinn,Lasnamäe,Vana-Kuuli tn 15/1,Vana-Kuuli tn,3044.280442804428,"Eesti, Harjumaa,Tallinn,Lasnamäe,Vana-Kuuli tn","Vana-Kuuli, Tallinn, Estonia",59.44513430000001,24.8268418
687,2,45.2,5.0,Uus,Korteriomand,,B,https://www.kv.ee/muua-2-toaline-korter-mais-2022-uusmustamae-arendu-3382935.html,141410,"Harjumaa, Tallinn, Mustamäe, Sääse, Aiandi tn 7/3",2022.0,,6.0,Harjumaa,Tallinn,Mustamäe,Aiandi tn 7/3,Aiandi tn,3128.539823008849,"Eesti, Harjumaa,Tallinn,Mustamäe,Aiandi tn","Aiandi, Tallinn, Estonia",59.4122533,24.684006
688,1,29.9,2.0,Uus,Korteriomand,62511:058:0001,-,https://www.kv.ee/taielikult-renoveeritud-majas-uue-sisuga-korter-ko-3380681.html,89000,"Pärnumaa, Pärnu, Pärnu linn, Kesklinn, Kanali tn 8f-12",2019.0,,3.0,Pärnumaa,Pärnu,Pärnu linn,Kanali tn 8f-12,Kanali tn,2976.588628762542,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kanali tn","Kanali, Pärnu, Pärnu maakond, Estonia",58.3766007,24.5197395
689,3,99.2,2.0,Renoveeritud,Korteriomand,78408:805:1780,D,https://www.kv.ee/muuakse-3toaline-99-2-m2-korter-ainulaadse-sisustu-3330676.html,222000,"Harjumaa, Tallinn, Põhja-Tallinn, Pelguranna, Stroomi, Sõle tn 69",1952.0,,3.0,Harjumaa,Tallinn,Põhja-Tallinn,Sõle tn 69,Sõle tn,2237.903225806452,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Sõle tn","Sõle, Tallinn, Estonia",59.4441383,24.7029783
690,3,71.1,1.0,Renoveeritud,Kaasomand,62506:027:2370,,https://www.kv.ee/raama-linnaosas-vaikses-korvaltanavas-muuakse-reno-3181777.html,95000,"Pärnumaa, Pärnu, Pärnu linn, Rääma, Mäe 1a",,,2.0,Pärnumaa,Pärnu,Pärnu linn,Mäe 1a,Mäe,1336.1462728551337,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Mäe","Mäe, Pärnu, Pärnu maakond, Estonia",58.3910867,24.5224663
691,3,67.9,1.0,Valmis,Korteriomand,78406:609:0034,C,https://www.kv.ee/kliendipaev-eelregistreerimisega-24-10-kell-120013-3372976.html,226000,"Harjumaa, Tallinn, Haabersti, Haabersti, Merirahu 4",2007.0,,4.0,Harjumaa,Tallinn,Haabersti,Merirahu 4,Merirahu,3328.424153166421,"Eesti, Harjumaa,Tallinn,Haabersti,Merirahu","Merirahu, 13516 Tallinn, Estonia",59.44506639999999,24.6147089
692,3,65.6,6.0,,,,A,https://www.kv.ee/turule-on-varskelt-tulnud-suureparasega-asukohaga-3346109.html,254900,"Harjumaa, Tallinn, Kesklinn, Keldrimäe, Mardi 4",2015.0,,8.0,Harjumaa,Tallinn,Kesklinn,Mardi 4,Mardi,3885.670731707317,"Eesti, Harjumaa,Tallinn,Kesklinn,Mardi","Mardi, Tallinn, Estonia",59.42976549999999,24.7643803
693,2,43.1,4.0,Renoveeritud,Korteriomand,,D,https://www.kv.ee/tulge-ja-tutvuge-muugiks-on-pakkuda-varskelt-renov-3383940.html,99900,"Tartumaa, Tartu, Tartu linn, Ülejõe, Uus 36",1967.0,50 €/80 €,5.0,Tartumaa,Tartu,Tartu linn,Uus 36,Uus,2317.8654292343385,"Eesti, Tartumaa,Tartu,Tartu linn,Uus","Uus, Tartu, Estonia",58.3802129,26.7428669
694,2,54.4,2.0,Renoveeritud,Korteriomand,67401:001:0942,-,https://www.kv.ee/muua-hubane-ja-soe-2toaline-korter-korterkorter-as-3379139.html,78880,"Läänemaa, Haapsalu, Uuemõisa alevik, Haudejaama tee",1991.0,90 €/100 €,3.0,Läänemaa,Haapsalu,Uuemõisa alevik,Haudejaama tee,Haudejaama tee,1450.0,"Eesti, Läänemaa,Haapsalu,Uuemõisa alevik,Haudejaama tee","Haudejaama tee, Uuemõisa, 90401 Lääne maakond, Estonia",58.9421027,23.574678
695,3,76.2,1.0,Uus,Korteriomand,79301:001:0572,A,https://www.kv.ee/oleme-edukalt-lopetanud-meie-ranilinna-esimese-eta-3378354.html,139900,"Tartumaa, Tartu, Tartu linn, Ränilinn, Kvartsi tn 4-7",2022.0,,3.0,Tartumaa,Tartu,Tartu linn,Kvartsi tn 4-7,Kvartsi tn,1835.958005249344,"Eesti, Tartumaa,Tartu,Tartu linn,Kvartsi tn","Ränilinn, 50415 Tartu, Estonia",58.3540606,26.6824444
696,3,57.5,3.0,Keskmine,Korteriomand,78405:501:0048,Puudub,https://www.kv.ee/korterlabi-maja-planeeringuga-korteri-aknad-vaatav-3370552.html,98000,"Harjumaa, Tallinn, Mustamäe, Mustamäe, Mustamäe tee 122",1964.0,,5.0,Harjumaa,Tallinn,Mustamäe,Mustamäe tee 122,Mustamäe tee,1704.3478260869565,"Eesti, Harjumaa,Tallinn,Mustamäe,Mustamäe tee","Mustamäe tee, Tallinn, Estonia",59.4098097,24.6862865
697,3,120.0,1.0,Renoveeritud,Kinnistu,,Puudub,https://www.kv.ee/muugile-on-tulnud-korralik-majaosa-esimesel-korrus-3342291.html,139000,"Tartumaa, Tartu, Tartu linn, Variku, Roopa",,,2.0,Tartumaa,Tartu,Tartu linn,Roopa,Roopa,1158.3333333333333,"Eesti, Tartumaa,Tartu,Tartu linn,Roopa","Roopa, Tartu, Estonia",58.35151630000001,26.7034595
698,4,77.4,2.0,Vajab san. remonti,Korteriomand,,F,https://www.kv.ee/paljud-meist-unistavad-elust-looduse-roheluses-tei-3369173.html,29500,"Viljandimaa, Põhja-Sakala vald, Võhma linn, Väike tn. 12a",1991.0,,5.0,Viljandimaa,Põhja-Sakala vald,Võhma linn,Väike tn. 12a,Väike tn.,381.13695090439273,"Eesti, Viljandimaa,Põhja-Sakala vald,Võhma linn,Väike tn.","Väike, Võhma, 70602 Viljandi maakond, Estonia",58.634266,25.5523508
699,2,62.6,1.0,Uus,Korteriomand,79301:001:0572,A,https://www.kv.ee/oleme-edukalt-lopetanud-meie-ranilinna-esimese-eta-3381291.html,114700,"Tartumaa, Tartu, Tartu linn, Ränilinn, Kvartsi tn 4-6",2022.0,,3.0,Tartumaa,Tartu,Tartu linn,Kvartsi tn 4-6,Kvartsi tn,1832.2683706070288,"Eesti, Tartumaa,Tartu,Tartu linn,Kvartsi tn","Ränilinn, 50415 Tartu, Estonia",58.3540606,26.6824444
700,3,65.3,1.0,Renoveeritud,Korteriomand,41201:004:0031,Puudub,https://www.kv.ee/uus-pakkuminemuua-parnumaal-laaneranna-vallas-lihu-3367360.html,26000,"Pärnumaa, Lääneranna vald, Lihula linn, Ristiku 13",,,3.0,Pärnumaa,Lääneranna vald,Lihula linn,Ristiku 13,Ristiku,398.1623277182236,"Eesti, Pärnumaa,Lääneranna vald,Lihula linn,Ristiku","Ristiku, Lihula, 90302 Pärnu maakond, Estonia",58.68838729999999,23.8406406
701,3,63.3,2.0,Uus,Korteriomand,78401:101:0507,A,https://www.kv.ee/veskimetsa-voimsate-tammede-ja-parnade-korvale-raj-3331644.html,183900,"Harjumaa, Tallinn, Haabersti, Veskilise tn 7-7",2022.0,,3.0,Harjumaa,Tallinn,Haabersti,Veskilise tn 7-7,Veskilise tn,2905.21327014218,"Eesti, Harjumaa,Tallinn,Haabersti,Veskilise tn","Sõpruse pst 151, 13418 Tallinn, Estonia",59.41451170000001,24.7098525
702,4,77.7,2.0,Renoveeritud,Korteriomand,,Puudub,https://www.kv.ee/lohusalu-poolsaarel-pakkumisel-ainulaadne-4toaline-3362941.html,139000,"Harjumaa, Lääne-Harju vald, Lohusalu, Rannuka tee 3",1989.0,,2.0,Harjumaa,Lääne-Harju vald,Lohusalu,Rannuka tee 3,Rannuka tee,1788.9317889317888,"Eesti, Harjumaa,Lääne-Harju vald,Lohusalu,Rannuka tee","Rannuka tee, Lohusalu, 76709 Harju maakond, Estonia",59.3920932,24.2019709
703,2,43.7,5.0,Vajab renoveerimist,Korteriomand,,E,https://www.kv.ee/manniku-asumis-pakkumisel-avara-planeeringuga-2toa-3361916.html,77000,"Harjumaa, Tallinn, Nõmme, Valdeku 112",1988.0,,5.0,Harjumaa,Tallinn,Nõmme,Valdeku 112,Valdeku,1762.0137299771166,"Eesti, Harjumaa,Tallinn,Nõmme,Valdeku","Valdeku, Tallinn, Estonia",59.37578159999999,24.7152421
704,2,52.2,4.0,Vajab renoveerimist,Korteriomand,27304:002:0390,E,https://www.kv.ee/nb-kliendipaev-toimub-30-09-2021-kell-16-3017-30-m-3376872.html,28000,"Lääne-Virumaa, Kadrina vald, Kadrina, Kalevipoja 5",1987.0,,5.0,Lääne-Virumaa,Kadrina vald,Kadrina,Kalevipoja 5,Kalevipoja,536.3984674329502,"Eesti, Lääne-Virumaa,Kadrina vald,Kadrina,Kalevipoja","Kalevipoja, Kadrina, 45201 Lääne-Viru maakond, Estonia",59.34621849999999,26.1332064
705,3,56.5,5.0,Renoveeritud,Korteriomand,78403:315:0008,D,https://www.kv.ee/muua-ilus-renoveeritud-korter-hinnatud-pae-rajooni-3372933.html,115000,"Harjumaa, Tallinn, Lasnamäe, Pae tn 22",1961.0,,5.0,Harjumaa,Tallinn,Lasnamäe,Pae tn 22,Pae tn,2035.398230088496,"Eesti, Harjumaa,Tallinn,Lasnamäe,Pae tn","Pae, Tallinn, Estonia",59.4322291,24.8113527
706,3,78.7,1.0,,Korteriomand,78401:115:2170,Puudub,https://www.kv.ee/avarad-kodud-mugavust-ja-ajatut-elegantsi-hindaval-3351503.html,354150,"Harjumaa, Tallinn, Kadriorg, Oru 2",2021.0,,4.0,Harjumaa,Tallinn,Kadriorg,Oru 2,Oru,4500.0,"Eesti, Harjumaa,Tallinn,Kadriorg,Oru","Oru, 10127 Tallinn, Estonia",59.44203580000001,24.8017402
707,2,48.6,3.0,Vajab san. remonti,Korteriomand,,C,https://www.kv.ee/muua-eraldi-tubadega-2toaline-korter-korter-asub-m-3376945.html,22000,"Harjumaa, Lääne-Harju vald, Ämari, Lennu tn 24",1975.0,,5.0,Harjumaa,Lääne-Harju vald,Ämari,Lennu tn 24,Lennu tn,452.6748971193416,"Eesti, Harjumaa,Lääne-Harju vald,Ämari,Lennu tn","Lennu, Ämari, 76102 Harju maakond, Estonia",59.2474252,24.2394787
708,3,64.4,3.0,,Korteriomand,78401:101:4846,B,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3377556.html,196000,"Harjumaa, Tallinn, Lasnamäe, Lageloo tn 7",2022.0,,8.0,Harjumaa,Tallinn,Lasnamäe,Lageloo tn 7,Lageloo tn,3043.478260869565,"Eesti, Harjumaa,Tallinn,Lasnamäe,Lageloo tn","Peterburi tee 81, 13626 Tallinn, Estonia",59.4339599,24.8548002
709,3,66.9,10.0,Uus,Korteriomand,78401:101:5196,B,https://www.kv.ee/aadressile-priisle-tee-1-rajatav-11korruseline-kor-3380079.html,180000,"Harjumaa, Tallinn, Lasnamäe, Priisle tee 1-35",2022.0,,11.0,Harjumaa,Tallinn,Lasnamäe,Priisle tee 1-35,Priisle tee,2690.5829596412555,"Eesti, Harjumaa,Tallinn,Lasnamäe,Priisle tee","Priisle tee, Tallinn, Estonia",59.4512472,24.8949976
710,3,60.2,11.0,Uus,Korteriomand,78401:101:5196,B,https://www.kv.ee/aadressile-priisle-tee-1-rajatav-11korruseline-kor-3253958.html,174000,"Harjumaa, Tallinn, Lasnamäe, Priisle tee 1-73",2021.0,,11.0,Harjumaa,Tallinn,Lasnamäe,Priisle tee 1-73,Priisle tee,2890.3654485049838,"Eesti, Harjumaa,Tallinn,Lasnamäe,Priisle tee","Priisle tee, Tallinn, Estonia",59.4512472,24.8949976
711,4,80.9,1.0,Uus,Korteriomand,78401:101:4846,B,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3377114.html,241000,"Harjumaa, Tallinn, Lasnamäe, Lageloo tn 7-2",2023.0,,8.0,Harjumaa,Tallinn,Lasnamäe,Lageloo tn 7-2,Lageloo tn,2978.986402966625,"Eesti, Harjumaa,Tallinn,Lasnamäe,Lageloo tn","Peterburi tee 81, 13626 Tallinn, Estonia",59.4339599,24.8548002
712,4,75.1,1.0,Uus,Korteriomand,,A,https://www.kv.ee/muuki-tulid-uued-energiasaastlikud-ridaelamuboksid-3380593.html,126900,"Tartumaa, Kastre vald, Haaslava, Lehise tee 35",2022.0,,1.0,Tartumaa,Kastre vald,Haaslava,Lehise tee 35,Lehise tee,1689.7470039946738,"Eesti, Tartumaa,Kastre vald,Haaslava,Lehise tee","Lehise Tee, Haaslava, 62107 Tartu maakond, Estonia",58.3261761,26.8060709
713,3,88.6,4.0,,,65301:001:1752,D,https://www.kv.ee/avar-3toaline-2roduga-panipaik-ja-katusealune-auto-3356832.html,192000,"Harjumaa, Rae vald, Peetri, Raudkivi tee 4",2007.0,,5.0,Harjumaa,Rae vald,Peetri,Raudkivi tee 4,Raudkivi tee,2167.042889390519,"Eesti, Harjumaa,Rae vald,Peetri,Raudkivi tee","Raudkivi tee, Peetri, Harju maakond, Estonia",59.40337899999999,24.8083331
714,3,160.0,1.0,Uus,Korteriomand,62510:113:0002,Puudub,https://www.kv.ee/siin-on-uks-eriline-kodu-kes-hindab-omanaolisust-j-3383828.html,239000,"Pärnumaa, Pärnu, Pärnu linn, Kesklinn, Kuninga tn 13",1696.0,,3.0,Pärnumaa,Pärnu,Pärnu linn,Kuninga tn 13,Kuninga tn,1493.75,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kuninga tn","Kuninga, Pärnu, Pärnu maakond, Estonia",58.38395569999999,24.5013407
715,3,71.4,1.0,Keskmine,Korteriomand,18301:007:0690,E,https://www.kv.ee/kui-otsite-endale-mugavat-ja-vaga-hea-asukohaga-el-3376151.html,79000,"Läänemaa, Haapsalu, Haapsalu linn, Põllu tn 1",1979.0,,4.0,Läänemaa,Haapsalu,Haapsalu linn,Põllu tn 1,Põllu tn,1106.4425770308123,"Eesti, Läänemaa,Haapsalu,Haapsalu linn,Põllu tn","Põllu, Haapsalu, 90505 Lääne maakond, Estonia",58.943248,23.5466012
716,1,15.7,1.0,San. remont tehtud,Korteriomand,78408:803:6910,Puudub,https://www.kv.ee/hubane-ning-kompaktne-minikorter-asub-2-korruselis-3382849.html,39500,"Harjumaa, Tallinn, Põhja-Tallinn, Härjapea 4",1890.0,,2.0,Harjumaa,Tallinn,Põhja-Tallinn,Härjapea 4,Härjapea,2515.923566878981,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Härjapea","Härjapea, Tallinn, Estonia",59.437705,24.715452
717,2,34.8,3.0,Uus,Korteriomand,,B,https://www.kv.ee/tapsema-info-saamiseks-kulastage-arenduse-riia-kva-3340643.html,115000,"Tartumaa, Tartu, Tartu linn, Kesklinn, Riia kvartal, Riia 20",2021.0,,3.0,Tartumaa,Tartu,Tartu linn,Riia 20,Riia,3304.5977011494256,"Eesti, Tartumaa,Tartu,Tartu linn,Riia","Riia, Tartu, Estonia",58.3637427,26.6971775
718,3,57.3,2.0,Uus,Korteriomand,,B,https://www.kv.ee/2022-kevadeks-valmib-restoran-kaseke-asemele-moder-3188742.html,189000,"Tartumaa, Tartu, Tartu linn, Karlova, Lootuse tn 2a-3",2022.0,50 €/70 €,4.0,Tartumaa,Tartu,Tartu linn,Lootuse tn 2a-3,Lootuse tn,3298.429319371728,"Eesti, Tartumaa,Tartu,Tartu linn,Lootuse tn","Lootuse, 50108 Tartu, Estonia",58.36999770000001,26.7244122
719,3,60.6,3.0,Uus,Korteriomand,62507:005:0001,A,https://www.kv.ee/bremeni-kodud-koosnevad-kolmest-keskmise-korgusega-3355310.html,228500,"Pärnumaa, Pärnu, Pärnu linn, Rääma, Rääma tn 9-8",2022.0,,3.0,Pärnumaa,Pärnu,Pärnu linn,Rääma tn 9-8,Rääma tn,3770.6270627062704,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Rääma tn","Rääma, Pärnu, Pärnu maakond, Estonia",58.3912803,24.5160304
720,2,38.4,2.0,Uus,Korteriomand,,B,https://www.kv.ee/2022-kevadeks-valmib-restoran-kaseke-asemele-moder-3188715.html,134900,"Tartumaa, Tartu, Tartu linn, Karlova, Lootuse tn 2a-6",2022.0,,4.0,Tartumaa,Tartu,Tartu linn,Lootuse tn 2a-6,Lootuse tn,3513.020833333333,"Eesti, Tartumaa,Tartu,Tartu linn,Lootuse tn","Lootuse, 50108 Tartu, Estonia",58.36999770000001,26.7244122
721,4,83.6,2.0,Keskmine,,31801:002:0210,C,https://www.kv.ee/muua-neljatoaline-kahe-roduga-korter-kohila-alevis-3379419.html,95000,"Raplamaa, Kohila vald, Kohila, Tööstuse tn 29",1990.0,165 €/275 €,3.0,Raplamaa,Kohila vald,Kohila,Tööstuse tn 29,Tööstuse tn,1136.3636363636365,"Eesti, Raplamaa,Kohila vald,Kohila,Tööstuse tn","Tööstuse, Kohila, Rapla maakond, Estonia",59.17478769999999,24.7548054
722,2,40.9,3.0,Uus,Korteriomand,78401:118:0650,B,https://www.kv.ee/muua-hinnatud-arendaja-liveni-vaiketallinna-projek-3376295.html,169000,"Harjumaa, Tallinn, Kesklinn, Kitseküla, Türi tn 4",2021.0,,5.0,Harjumaa,Tallinn,Kesklinn,Türi tn 4,Türi tn,4132.029339853301,"Eesti, Harjumaa,Tallinn,Kesklinn,Türi tn","Türi, Tallinn, Estonia",59.409825,24.7422115
723,3,71.7,4.0,Uus,Korteriomand,,C,https://www.kv.ee/muua-3toaline-suure-roduga-korter-aurora-pargis-li-3381809.html,175000,"Harjumaa, Tallinn, Haabersti, Astangu, Astangu 19/1",2017.0,,8.0,Harjumaa,Tallinn,Haabersti,Astangu 19/1,Astangu,2440.725244072524,"Eesti, Harjumaa,Tallinn,Haabersti,Astangu","Astangu, Tallinn, Estonia",59.40182279999999,24.6244565
724,2,39.3,1.0,Keskmine,Korteriomand,79403:002:0065,-,https://www.kv.ee/muua-hubane-2toaline-korter-korter-asub-2korruseli-3366853.html,56990,"Tartumaa, Tartu vald, Kõrveküla, Hariduse 2",1977.0,,2.0,Tartumaa,Tartu vald,Kõrveküla,Hariduse 2,Hariduse,1450.1272264631043,"Eesti, Tartumaa,Tartu vald,Kõrveküla,Hariduse","Hariduse, Kõrveküla, 60512 Tartu maakond, Estonia",58.42380709999999,26.7678836
725,2,49.1,3.0,Uus,Korteriomand,,B,https://www.kv.ee/2022-kevadeks-valmib-restoran-kaseke-asemele-moder-3188743.html,169900,"Tartumaa, Tartu, Tartu linn, Karlova, Lootuse tn 2a-11",2022.0,,4.0,Tartumaa,Tartu,Tartu linn,Lootuse tn 2a-11,Lootuse tn,3460.285132382892,"Eesti, Tartumaa,Tartu,Tartu linn,Lootuse tn","Lootuse, 50108 Tartu, Estonia",58.36999770000001,26.7244122
726,2,54.8,2.0,Heas korras,Korteriomand,,B,https://www.kv.ee/muuki-on-tulnud-avar-kahetoaline-korter-paepargi-t-3383027.html,169990,"Harjumaa, Tallinn, Lasnamäe, Pae park, Paepargi 51",2017.0,,14.0,Harjumaa,Tallinn,Lasnamäe,Paepargi 51,Paepargi,3102.007299270073,"Eesti, Harjumaa,Tallinn,Lasnamäe,Paepargi","Paepargi, 11414 Tallinn, Estonia",59.4295368,24.8042081
727,1,11.8,5.0,Renoveeritud,Korteriomand,78406:601:0029,F,https://www.kv.ee/asukohtaktiivsele-inimesele-hea-asukohaga-ule-tee-3378949.html,43000,"Harjumaa, Tallinn, Haabersti, Mustjõe, Paldiski mnt 75",1966.0,,5.0,Harjumaa,Tallinn,Haabersti,Paldiski mnt 75,Paldiski mnt,3644.06779661017,"Eesti, Harjumaa,Tallinn,Haabersti,Paldiski mnt","Paldiski mnt, Tallinn, Estonia",59.4149637,24.6386998
728,2,49.2,5.0,Vajab san. remonti,Korteriomand,78401:109:0011,C,https://www.kv.ee/harjumaa-tallinn-kesklinn-planeedi-tn-2-2-tuba-58-3378513.html,114900,"Harjumaa, Tallinn, Kesklinn, Planeedi tn 2",1971.0,,8.0,Harjumaa,Tallinn,Kesklinn,Planeedi tn 2,Planeedi tn,2335.3658536585363,"Eesti, Harjumaa,Tallinn,Kesklinn,Planeedi tn","Planeedi, Tallinn, Estonia",59.42257639999999,24.740376
729,1,11.9,4.0,Heas korras,Korteriomand,78405:501:0305,Puudub,https://www.kv.ee/hea-vaike-uurikorter-korter-investorile-tootlus-he-3379861.html,40000,"Harjumaa, Tallinn, Mustamäe, E. Vilde tee 90",1967.0,25 €/45 €,5.0,Harjumaa,Tallinn,Mustamäe,E. Vilde tee 90,E. Vilde tee,3361.344537815126,"Eesti, Harjumaa,Tallinn,Mustamäe,E. Vilde tee","E. Vilde tee, Tallinn, Estonia",59.4040213,24.6748226
730,5,85.2,1.0,Renoveeritud,Korteriomand,62507:016:8110,Puudub,https://www.kv.ee/kusi-endale-sobivat-tutvmise-aega-korteri-juurde-k-3178035.html,115000,"Pärnumaa, Pärnu, Pärnu linn, Rääma, Kaevu 5",1971.0,,5.0,Pärnumaa,Pärnu,Pärnu linn,Kaevu 5,Kaevu,1349.7652582159624,"Eesti, Pärnumaa,Pärnu,Pärnu linn,Kaevu","Kaevu, Pärnu, Pärnu maakond, Estonia",58.3977704,24.5034055
731,2,46.9,5.0,Keskmine,Korteriomand,,-,https://www.kv.ee/muua-2-toaline-keskkuttega-korteriomand-pohjatalli-3383273.html,85000,"Harjumaa, Tallinn, Põhja-Tallinn, Stroomi, Randla 24",1970.0,,5.0,Harjumaa,Tallinn,Põhja-Tallinn,Randla 24,Randla,1812.366737739872,"Eesti, Harjumaa,Tallinn,Põhja-Tallinn,Randla","Randla, Tallinn, Estonia",59.4479684,24.690776
732,3,68.8,2.0,Vajab renoveerimist,Korteriomand,40002:003:0001,Puudub,https://www.kv.ee/muua-kena-3toaline-korter-lehtse-alevikus-korterko-3381685.html,36900,"Lääne-Virumaa, Tapa vald, Lehtse, Keskuse 5",,,2.0,Lääne-Virumaa,Tapa vald,Lehtse,Keskuse 5,Keskuse,536.3372093023256,"Eesti, Lääne-Virumaa,Tapa vald,Lehtse,Keskuse","Keskuse, Lehtse, 73601 Lääne-Viru maakond, Estonia",59.2503766,25.8257867
733,3,62.0,11.0,Uus,Korteriomand,78403:301:0131,B,https://www.kv.ee/kortermuuja-ilus-3-toaline-korter-paepargis-hinna-3356595.html,230900,"Harjumaa, Tallinn, Lasnamäe, Paepargi tn 50/1",2020.0,120 €/80 €,14.0,Harjumaa,Tallinn,Lasnamäe,Paepargi tn 50/1,Paepargi tn,3724.1935483870966,"Eesti, Harjumaa,Tallinn,Lasnamäe,Paepargi tn","Paepargi, 11414 Tallinn, Estonia",59.43443120000001,24.810105
734,1,31.8,2.0,Heas korras,Korteriomand,18301:015:0007,Puudub,https://www.kv.ee/muua-paikesepoolne-roduga-1toaline-korter-korter-p-3343010.html,42000,"Läänemaa, Haapsalu, Haapsalu linn, Kuuse tn 24",1980.0,,5.0,Läänemaa,Haapsalu,Haapsalu linn,Kuuse tn 24,Kuuse tn,1320.754716981132,"Eesti, Läänemaa,Haapsalu,Haapsalu linn,Kuuse tn","Kuuse, Haapsalu, Lääne maakond, Estonia",58.9364788,23.5530263
